X,Y,Name,description,Longitude__X_,Latitude__Y_
6.6716,53.60172,Borkum,Longitude (X): 6.6716<br>Latitude (Y): 53.60172,6.6716,53.60172
6.994,53.68207,Juist,Longitude (X): 6.994<br>Latitude (Y): 53.68207,6.994,53.68207
7.4782,53.75315,Langeoog,Longitude (X): 7.4782<br>Latitude (Y): 53.75315,7.4782,53.75315
7.2762,53.7227,Norderney,Longitude (X): 7.2762<br>Latitude (Y): 53.7227,7.2762,53.7227
7.7433,53.78,Spiekeroog,Longitude (X): 7.7433<br>Latitude (Y): 53.78,7.7433,53.78
8.59427,54.31159,St. Peter-Ording,Longitude (X): 8.59427<br>Latitude (Y): 54.31159,8.59427,54.31159
8.29959,54.91238,Sylt,Longitude (X): 8.29959<br>Latitude (Y): 54.91238,8.29959,54.91238
7.90011,53.79381,Wangerooge,Longitude (X): 7.90011<br>Latitude (Y): 53.79381,7.90011,53.79381
20.48012,39.24029,Ammoudia,Longitude (X): 20.48012<br>Latitude (Y): 39.24029,20.48012,39.24029
21.64935,36.99085,Costa Navarino,Longitude (X): 21.64935<br>Latitude (Y): 36.99085,21.64935,36.99085
23.5806,35.49265,Falasarna,Longitude (X): 23.5806<br>Latitude (Y): 35.49265,23.5806,35.49265
20.39115,39.28522,Kastro Point,Longitude (X): 20.39115<br>Latitude (Y): 39.28522,20.39115,39.28522
25.14167,37.62977,Kolibithra,Longitude (X): 25.14167<br>Latitude (Y): 37.62977,25.14167,37.62977
21.58249,37.09139,Lagkouvardos,Longitude (X): 21.58249<br>Latitude (Y): 37.09139,21.58249,37.09139
24.00908,37.97741,Loutsa,Longitude (X): 24.00908<br>Latitude (Y): 37.97741,24.00908,37.97741
20.5787,39.14045,Ligia,Longitude (X): 20.5787<br>Latitude (Y): 39.14045,20.5787,39.14045
20.70152,39.00056,Mitikas,Longitude (X): 20.70152<br>Latitude (Y): 39.00056,20.70152,39.00056
25.55269,37.17912,Apollonas,Longitude (X): 25.55269<br>Latitude (Y): 37.17912,25.55269,37.17912
20.60197,38.63047,Porto Katsiki,Longitude (X): 20.60197<br>Latitude (Y): 38.63047,20.60197,38.63047
23.7786,37.81318,Vouliagmeni,Longitude (X): 23.7786<br>Latitude (Y): 37.81318,23.7786,37.81318
78.06723,8.37376,Alwars,Longitude (X): 78.06723<br>Latitude (Y): 8.37376,78.06723,8.37376
79.84876,11.98445,Auroville,Longitude (X): 79.84876<br>Latitude (Y): 11.98445,79.84876,11.98445
80.25459,12.78922,Big Rock,Longitude (X): 80.25459<br>Latitude (Y): 12.78922,80.25459,12.78922
72.4927,-7.3824,Diego Garcia Island,Longitude (X): 72.4927<br>Latitude (Y): -7.3824,72.4927,-7.3824
68.9705,22.2301,Dwarka,Longitude (X): 68.9705<br>Latitude (Y): 22.2301,68.9705,22.2301
74.3133,14.54635,Gokarna,Longitude (X): 74.3133<br>Latitude (Y): 14.54635,74.3133,14.54635
85.82405,19.79483,Puri,Longitude (X): 85.82405<br>Latitude (Y): 19.79483,85.82405,19.79483
77.55808,8.08979,Kanyakumari,Longitude (X): 77.55808<br>Latitude (Y): 8.08979,77.55808,8.08979
74.73793,13.22292,Kapu Beach,Longitude (X): 74.73793<br>Latitude (Y): 13.22292,74.73793,13.22292
76.97276,8.39868,Kovalam Beach,Longitude (X): 76.97276<br>Latitude (Y): 8.39868,76.97276,8.39868
75.534039,11.696933,Mahe,Longitude (X): 75.534039<br>Latitude (Y): 11.696933,75.534039,11.696933
74.48663,14.09338,Shivas,Longitude (X): 74.48663<br>Latitude (Y): 14.09338,74.48663,14.09338
80.1984,12.61552,Mahabalipuram Shore Temple,Longitude (X): 80.1984<br>Latitude (Y): 12.61552,80.1984,12.61552
74.64239,13.70508,Ten Thousand Peaks,Longitude (X): 74.64239<br>Latitude (Y): 13.70508,74.64239,13.70508
92.4276,10.5487,Kumari Point,Longitude (X): 92.4276<br>Latitude (Y): 10.5487,92.4276,10.5487
80.9125,15.7205,Krishna River,Longitude (X): 80.9125<br>Latitude (Y): 15.7205,80.9125,15.7205
78.12864,8.49482,Tiruchendur,Longitude (X): 78.12864<br>Latitude (Y): 8.49482,78.12864,8.49482
76.70359,8.73564,Varkala,Longitude (X): 76.70359<br>Latitude (Y): 8.73564,76.70359,8.73564
83.27624,17.65768,Vizag,Longitude (X): 83.27624<br>Latitude (Y): 17.65768,83.27624,17.65768
99.8392,-2.38675,Lances Left,Longitude (X): 99.8392<br>Latitude (Y): -2.38675,99.8392,-2.38675
99.85961,-2.37705,Lances Right,Longitude (X): 99.85961<br>Latitude (Y): -2.37705,99.85961,-2.37705
99.99324,-2.78752,Macaronis,Longitude (X): 99.99324<br>Latitude (Y): -2.78752,99.99324,-2.78752
99.5478,-2.0707,Telescopes,Longitude (X): 99.5478<br>Latitude (Y): -2.0707,99.5478,-2.0707
100.17314,-3.05515,Thunders,Longitude (X): 100.17314<br>Latitude (Y): -3.05515,100.17314,-3.05515
105.1221,-6.6208,Bombies,Longitude (X): 105.1221<br>Latitude (Y): -6.6208,105.1221,-6.6208
105.17454,-6.59909,Inside Lefts,Longitude (X): 105.17454<br>Latitude (Y): -6.59909,105.17454,-6.59909
105.14978,-6.59214,Inside Rights,Longitude (X): 105.14978<br>Latitude (Y): -6.59214,105.14978,-6.59214
105.17486,-6.65352,One Palm Point,Longitude (X): 105.17486<br>Latitude (Y): -6.65352,105.17486,-6.65352
105.12985,-6.61429,Panaitan Rights,Longitude (X): 105.12985<br>Latitude (Y): -6.61429,105.12985,-6.61429
106.245,-6.9378,Baya,Longitude (X): 106.245<br>Latitude (Y): -6.9378,106.245,-6.9378
106.47986,-6.96235,Cimaja,Longitude (X): 106.47986<br>Latitude (Y): -6.96235,106.47986,-6.96235
114.34,-8.73272,G-Land,Longitude (X): 114.34<br>Latitude (Y): -8.73272,114.34,-8.73272
106.3749,-7.277761,Ombak Tujuh,Longitude (X): 106.3749<br>Latitude (Y): -7.277761,106.3749,-7.277761
106.40128,-7.34728,Turtles,Longitude (X): 106.40128<br>Latitude (Y): -7.34728,106.40128,-7.34728
115.15983,-8.74519,Airport,Longitude (X): 115.15983<br>Latitude (Y): -8.74519,115.15983,-8.74519
115.12201,-8.79383,Balangan,Longitude (X): 115.12201<br>Latitude (Y): -8.79383,115.12201,-8.79383
115.1138,-8.80503,Bingin,Longitude (X): 115.1138<br>Latitude (Y): -8.80503,115.1138,-8.80503
115.13018,-8.65955,Canggu,Longitude (X): 115.13018<br>Latitude (Y): -8.65955,115.13018,-8.65955
115.1177,-8.79858,Dreamland,Longitude (X): 115.1177<br>Latitude (Y): -8.79858,115.1177,-8.79858
115.17064,-8.84876,Green Bowls,Longitude (X): 115.17064<br>Latitude (Y): -8.84876,115.17064,-8.84876
115.262696,-8.707318,Hyatt Reef,Longitude (X): 115.262696<br>Latitude (Y): -8.707318,115.262696,-8.707318
115.108735,-8.807577,Impossibles,Longitude (X): 115.108735<br>Latitude (Y): -8.807577,115.108735,-8.807577
115.338732,-8.598321,Keramas,Longitude (X): 115.338732<br>Latitude (Y): -8.598321,115.338732,-8.598321
115.16756,-8.7137,Kuta Beach,Longitude (X): 115.16756<br>Latitude (Y): -8.7137,115.16756,-8.7137
115.16358,-8.7331,Kuta Reef,Longitude (X): 115.16358<br>Latitude (Y): -8.7331,115.16358,-8.7331
114.8058,-8.421,Medewi,Longitude (X): 114.8058<br>Latitude (Y): -8.421,114.8058,-8.421
115.22598,-8.81625,Nusa Dua,Longitude (X): 115.22598<br>Latitude (Y): -8.81625,115.22598,-8.81625
115.093,-8.83909,Nyang Nyang,Longitude (X): 115.093<br>Latitude (Y): -8.83909,115.093,-8.83909
115.10083,-8.81042,Padang Padang,Longitude (X): 115.10083<br>Latitude (Y): -8.81042,115.10083,-8.81042
115.26483,-8.67733,Sanur,Longitude (X): 115.26483<br>Latitude (Y): -8.67733,115.26483,-8.67733
115.24143,-8.74074,Serangan,Longitude (X): 115.24143<br>Latitude (Y): -8.74074,115.24143,-8.74074
115.23057,-8.78885,Sri Lanka,Longitude (X): 115.23057<br>Latitude (Y): -8.78885,115.23057,-8.78885
115.096217,-8.813567,Uluwatu,Longitude (X): 115.096217<br>Latitude (Y): -8.813567,115.096217,-8.813567
116.03581,-8.86395,Belongas Bay,Longitude (X): 116.03581<br>Latitude (Y): -8.86395,116.03581,-8.86395
115.8265,-8.7499,Desert Point,Longitude (X): 115.8265<br>Latitude (Y): -8.7499,115.8265,-8.7499
116.44169,-8.90262,Ekas,Longitude (X): 116.44169<br>Latitude (Y): -8.90262,116.44169,-8.90262
116.34866,-8.92869,Grupuk,Longitude (X): 116.34866<br>Latitude (Y): -8.92869,116.34866,-8.92869
116.29205,-8.90039,Kuta,Longitude (X): 116.29205<br>Latitude (Y): -8.90039,116.29205,-8.90039
118.382443,-8.804351,Lakey Peak,Longitude (X): 118.382443<br>Latitude (Y): -8.804351,118.382443,-8.804351
118.3804,-8.80934,Periscopes,Longitude (X): 118.3804<br>Latitude (Y): -8.80934,118.3804,-8.80934
116.76512,-8.85813,Scar Reef,Longitude (X): 116.76512<br>Latitude (Y): -8.85813,116.76512,-8.85813
116.7422,-8.93286,Supersuck,Longitude (X): 116.7422<br>Latitude (Y): -8.93286,116.7422,-8.93286
116.72799,-8.97043,Yo-Yos,Longitude (X): 116.72799<br>Latitude (Y): -8.97043,116.72799,-8.97043
122.8219,-10.89077,T-Land,Longitude (X): 122.8219<br>Latitude (Y): -10.89077,122.8219,-10.89077
-10.03659,52.29855,Brandon Bay,Longitude (X): -10.03659<br>Latitude (Y): 52.29855,-10.03659,52.29855
-8.27754,54.482907,Bundoran,Longitude (X): -8.27754<br>Latitude (Y): 54.482907,-8.27754,54.482907
-9.4126,53.01643,Crab Island,Longitude (X): -9.4126<br>Latitude (Y): 53.01643,-9.4126,53.01643
-9.39915,53.01207,Doolin Point,Longitude (X): -9.39915<br>Latitude (Y): 53.01207,-9.39915,53.01207
-8.72901,54.26328,Dunmoran Strand,Longitude (X): -8.72901<br>Latitude (Y): 54.26328,-8.72901,54.26328
-8.96191,54.29426,Easkey Left,Longitude (X): -8.96191<br>Latitude (Y): 54.29426,-8.96191,54.29426
-8.94609,54.29451,Easkey Right,Longitude (X): -8.94609<br>Latitude (Y): 54.29451,-8.94609,54.29451
-9.9942,52.1427,Inch Reef,Longitude (X): -9.9942<br>Latitude (Y): 52.1427,-9.9942,52.1427
-10.1032,52.24465,Kilcummin,Longitude (X): -10.1032<br>Latitude (Y): 52.24465,-10.1032,52.24465
-9.34812,52.93359,Lahinch,Longitude (X): -9.34812<br>Latitude (Y): 52.93359,-9.34812,52.93359
-8.45413,54.47267,Mullaghmore Head,Longitude (X): -8.45413<br>Latitude (Y): 54.47267,-8.45413,54.47267
-8.21102,54.55477,Rossnowlagh,Longitude (X): -8.21102<br>Latitude (Y): 54.55477,-8.21102,54.55477
-8.53138,54.4121,Streedagh Strand,Longitude (X): -8.53138<br>Latitude (Y): 54.4121,-8.53138,54.4121
-8.2627,54.50434,Tullan Strand,Longitude (X): -8.2627<br>Latitude (Y): 54.50434,-8.2627,54.50434
8.14831,43.95048,Andora,Longitude (X): 8.14831<br>Latitude (Y): 43.95048,8.14831,43.95048
7.84623,43.82804,Arma di Taggia,Longitude (X): 7.84623<br>Latitude (Y): 43.82804,7.84623,43.82804
13.00651,41.30336,Artiglieria,Longitude (X): 13.00651<br>Latitude (Y): 41.30336,13.00651,41.30336
11.92912,42.03144,Banzai,Longitude (X): 11.92912<br>Latitude (Y): 42.03144,11.92912,42.03144
9.06993,44.377978,Bogliasco,Longitude (X): 9.06993<br>Latitude (Y): 44.377978,9.06993,44.377978
9.329935,44.31015,Entella,Longitude (X): 9.329935<br>Latitude (Y): 44.31015,9.329935,44.31015
11.91539,42.03951,Il Bunker,Longitude (X): 11.91539<br>Latitude (Y): 42.03951,11.91539,42.03951
11.95662,42.01676,Il Castello,Longitude (X): 11.95662<br>Latitude (Y): 42.01676,11.95662,42.01676
11.83576,42.02937,Il Porto,Longitude (X): 11.83576<br>Latitude (Y): 42.02937,11.83576,42.02937
12.66544,41.45673,La Chiesa,Longitude (X): 12.66544<br>Latitude (Y): 41.45673,12.66544,41.45673
11.83932,42.02896,La Roccetta,Longitude (X): 11.83932<br>Latitude (Y): 42.02896,11.83932,42.02896
9.60822,44.17014,Levanto,Longitude (X): 9.60822<br>Latitude (Y): 44.17014,9.60822,44.17014
11.807985,42.077069,L'Ideale,Longitude (X): 11.807985<br>Latitude (Y): 42.077069,11.807985,42.077069
12.22454,41.78172,Lido di Ostia,Longitude (X): 12.22454<br>Latitude (Y): 41.78172,12.22454,41.78172
12.60938,41.46524,Lido Garda,Longitude (X): 12.60938<br>Latitude (Y): 41.46524,12.60938,41.46524
12.62961,41.4447,Marinaretti,Longitude (X): 12.62961<br>Latitude (Y): 41.4447,12.62961,41.4447
9.482217,44.240733,Moneglia,Longitude (X): 9.482217<br>Latitude (Y): 44.240733,9.482217,44.240733
8.82494,44.42363,Multedo,Longitude (X): 8.82494<br>Latitude (Y): 44.42363,8.82494,44.42363
9.142167,44.3605,Recco,Longitude (X): 9.142167<br>Latitude (Y): 44.3605,9.142167,44.3605
11.91718,42.0378,Ristorante,Longitude (X): 11.91718<br>Latitude (Y): 42.0378,11.91718,42.0378
13.502436,41.22698,Santa Agostino,Longitude (X): 13.502436<br>Latitude (Y): 41.22698,13.502436,41.22698
11.851812,42.031251,Santa Marinella,Longitude (X): 11.851812<br>Latitude (Y): 42.031251,11.851812,42.031251
10.176625,42.736205,Seccheto,Longitude (X): 10.176625<br>Latitude (Y): 42.736205,10.176625,42.736205
13.56501,41.21003,Serapo,Longitude (X): 13.56501<br>Latitude (Y): 41.21003,13.56501,41.21003
8.576977,44.35845,Varazze,Longitude (X): 8.576977<br>Latitude (Y): 44.35845,8.576977,44.35845
136.41688,36.42022,Ataka,Longitude (X): 136.41688<br>Latitude (Y): 36.42022,136.41688,36.42022
140.82427,35.71394,Choshi,Longitude (X): 140.82427<br>Latitude (Y): 35.71394,140.82427,35.71394
141.8282,42.60288,Hokkaido,Longitude (X): 141.8282<br>Latitude (Y): 42.60288,141.8282,42.60288
140.6614,35.987072,Ibaraki,Longitude (X): 140.6614<br>Latitude (Y): 35.987072,140.6614,35.987072
134.28301,33.52439,Ikumi,Longitude (X): 134.28301<br>Latitude (Y): 33.52439,134.28301,33.52439
139.524701,35.30227,Inamuragasaki,Longitude (X): 139.524701<br>Latitude (Y): 35.30227,139.524701,35.30227
140.466,35.54244,Katagai,Longitude (X): 140.466<br>Latitude (Y): 35.54244,140.466,35.54244
138.216092,34.713947,Katahama,Longitude (X): 138.216092<br>Latitude (Y): 34.713947,138.216092,34.713947
141.01764,37.66032,Kitaizumi,Longitude (X): 141.01764<br>Latitude (Y): 37.66032,141.01764,37.66032
139.47024,35.31505,Kugenuma,Longitude (X): 139.47024<br>Latitude (Y): 35.31505,139.47024,35.31505
133.68977,33.53545,Monobegawakakou,Longitude (X): 133.68977<br>Latitude (Y): 33.53545,133.68977,33.53545
139.27556,34.36037,Niijima,Longitude (X): 139.27556<br>Latitude (Y): 34.36037,139.27556,34.36037
138.91955,34.654,Ohama,Longitude (X): 138.91955<br>Latitude (Y): 34.654,138.91955,34.654
138.1917,34.60121,Omaezaki,Longitude (X): 138.1917<br>Latitude (Y): 34.60121,138.1917,34.60121
130.49363,31.23052,Oniguchi,Longitude (X): 130.49363<br>Latitude (Y): 31.23052,130.49363,31.23052
134.20536,33.36913,Ozaki,Longitude (X): 134.20536<br>Latitude (Y): 33.36913,134.20536,33.36913
141.02157,38.26365,Sendai,Longitude (X): 141.02157<br>Latitude (Y): 38.26365,141.02157,38.26365
139.40133,35.31795,Shonan,Longitude (X): 139.40133<br>Latitude (Y): 35.31795,139.40133,35.31795
138.9335,34.66096,Tadado,Longitude (X): 138.9335<br>Latitude (Y): 34.66096,138.9335,34.66096
140.40578,35.3256,Taito,Longitude (X): 140.40578<br>Latitude (Y): 35.3256,140.40578,35.3256
73.09853,2.18484,Adonis,Longitude (X): 73.09853<br>Latitude (Y): 2.18484,73.09853,2.18484
73.44567,0.2845,Antiques,Longitude (X): 73.44567<br>Latitude (Y): 0.2845,73.44567,0.2845
73.14151,0.2137,Beacons,Longitude (X): 73.14151<br>Latitude (Y): 0.2137,73.14151,0.2137
73.53463,2.01688,Bedhuge,Longitude (X): 73.53463<br>Latitude (Y): 2.01688,73.53463,2.01688
73.28359,0.23172,Blue Bowls,Longitude (X): 73.28359<br>Latitude (Y): 0.23172,73.28359,0.23172
73.23131,0.19409,Castaways,Longitude (X): 73.23131<br>Latitude (Y): 0.19409,73.23131,0.19409
73.662745,4.374111,Chickens,Longitude (X): 73.662745<br>Latitude (Y): 4.374111,73.662745,4.374111
73.65537,4.37185,Coke's,Longitude (X): 73.65537<br>Latitude (Y): 4.37185,73.65537,4.37185
73.12872,2.1951,Finnimas,Longitude (X): 73.12872<br>Latitude (Y): 2.1951,73.12872,2.1951
73.3565,0.2581,Five Islands,Longitude (X): 73.3565<br>Latitude (Y): 0.2581,73.3565,0.2581
73.11003,-0.66051,Gaukendi Bridge,Longitude (X): 73.11003<br>Latitude (Y): -0.66051,73.11003,-0.66051
73.58419,4.31326,Honky's,Longitude (X): 73.58419<br>Latitude (Y): 4.31326,73.58419,4.31326
73.58494,2.13291,Isdhoo,Longitude (X): 73.58494<br>Latitude (Y): 2.13291,73.58494,2.13291
73.576383,4.307991,Jailbreaks,Longitude (X): 73.576383<br>Latitude (Y): 4.307991,73.576383,4.307991
73.506249,3.966952,Kate's,Longitude (X): 73.506249<br>Latitude (Y): 3.966952,73.506249,3.966952
73.3761,0.2657,Love Charms,Longitude (X): 73.3761<br>Latitude (Y): 0.2657,73.3761,0.2657
73.39185,1.81441,Mada's,Longitude (X): 73.39185<br>Latitude (Y): 1.81441,73.39185,1.81441
72.9291,2.2729,Malik's,Longitude (X): 72.9291<br>Latitude (Y): 2.2729,72.9291,2.2729
73.11801,2.193,Mikado,Longitude (X): 73.11801<br>Latitude (Y): 2.193,73.11801,2.193
73.215709,-0.660482,Muli,Longitude (X): 73.215709<br>Latitude (Y): -0.660482,73.215709,-0.660482
73.612086,4.34353,Ninjas/Piddlies,Longitude (X): 73.612086<br>Latitude (Y): 4.34353,73.612086,4.34353
73.59172,4.31635,Pasta Point,Longitude (X): 73.59172<br>Latitude (Y): 4.31635,73.59172,4.31635
73.47087,3.89703,Riptides,Longitude (X): 73.47087<br>Latitude (Y): 3.89703,73.47087,3.89703
73.19696,-0.67721,Shangri-la,Longitude (X): 73.19696<br>Latitude (Y): -0.67721,73.19696,-0.67721
73.58472,4.31347,Sultans,Longitude (X): 73.58472<br>Latitude (Y): 4.31347,73.58472,4.31347
73.45277,0.28502,Tiger Stripes,Longitude (X): 73.45277<br>Latitude (Y): 0.28502,73.45277,0.28502
73.35773,0.27481,Two Ways,Longitude (X): 73.35773<br>Latitude (Y): 0.27481,73.35773,0.27481
73.40609,1.79999,Yin Yang,Longitude (X): 73.40609<br>Latitude (Y): 1.79999,73.40609,1.79999
-99.90168,16.82125,Acapulco,Longitude (X): -99.90168<br>Latitude (Y): 16.82125,-99.90168,16.82125
-109.716117,23.024253,Acapulquito,Longitude (X): -109.716117<br>Latitude (Y): 23.024253,-109.716117,23.024253
-95.98712,19.06351,Anton Lizardo,Longitude (X): -95.98712<br>Latitude (Y): 19.06351,-95.98712,19.06351
-95.94949,15.83157,Barra de la Cruz,Longitude (X): -95.94949<br>Latitude (Y): 15.83157,-95.94949,15.83157
-101.451708,17.538284,Barra de Potosi,Longitude (X): -101.451708<br>Latitude (Y): 17.538284,-101.451708,17.538284
-105.33198,20.74912,Bucerias,Longitude (X): -105.33198<br>Latitude (Y): 20.74912,-105.33198,20.74912
-96.6251,15.6849,Chacahua,Longitude (X): -96.6251<br>Latitude (Y): 15.6849,-96.6251,15.6849
-97.01449,15.80614,Colotepec,Longitude (X): -97.01449<br>Latitude (Y): 15.80614,-97.01449,15.80614
-109.71446,23.02991,Costa Azul,Longitude (X): -109.71446<br>Latitude (Y): 23.02991,-109.71446,23.02991
-86.857581,20.403165,Cozumel,Longitude (X): -86.857581<br>Latitude (Y): 20.403165,-86.857581,20.403165
-102.16712,17.922046,El Faro,Longitude (X): -102.16712<br>Latitude (Y): 17.922046,-102.16712,17.922046
-101.61967,17.66346,Escolleras,Longitude (X): -101.61967<br>Latitude (Y): 17.66346,-101.61967,17.66346
-96.05027,15.78887,La Bocana,Longitude (X): -96.05027<br>Latitude (Y): 15.78887,-96.05027,15.78887
-95.778,15.87532,La Jolla,Longitude (X): -95.778<br>Latitude (Y): 15.87532,-95.778,15.87532
-105.44174,20.74838,La Lancha,Longitude (X): -105.44174<br>Latitude (Y): 20.74838,-105.44174,20.74838
-101.76951,17.83319,La Saladita,Longitude (X): -101.76951<br>Latitude (Y): 17.83319,-101.76951,17.83319
-103.558181,18.453959,La Ticla,Longitude (X): -103.558181<br>Latitude (Y): 18.453959,-103.558181,18.453959
-101.553812,17.62162,Las Gatas,Longitude (X): -101.553812<br>Latitude (Y): 17.62162,-101.553812,17.62162
-109.42327,23.38305,Los Frailes,Longitude (X): -109.42327<br>Latitude (Y): 23.38305,-109.42327,23.38305
-101.74503,17.79472,Manazillo Bay,Longitude (X): -101.74503<br>Latitude (Y): 17.79472,-101.74503,17.79472
-102.78978,18.08372,Neixpa,Longitude (X): -102.78978<br>Latitude (Y): 18.08372,-102.78978,18.08372
-109.47748,23.1749,Nine Palms,Longitude (X): -109.47748<br>Latitude (Y): 23.1749,-109.47748,23.1749
-105.29527,20.68951,Nuevo Vallarta,Longitude (X): -105.29527<br>Latitude (Y): 20.68951,-105.29527,20.68951
-103.96252,18.8569,Pascuales,Longitude (X): -103.96252<br>Latitude (Y): 18.8569,-103.96252,18.8569
-102.102275,17.980769,Petacalco,Longitude (X): -102.102275<br>Latitude (Y): 17.980769,-102.102275,17.980769
-100.6428,17.1309,Playa Boca Chica,Longitude (X): -100.6428<br>Latitude (Y): 17.1309,-100.6428,17.1309
-106.49163,23.30409,Playa Bruja,Longitude (X): -106.49163<br>Latitude (Y): 23.30409,-106.49163,23.30409
-105.28348,21.5284,Playa del Borrego,Longitude (X): -105.28348<br>Latitude (Y): 21.5284,-105.28348,21.5284
-96.00731,15.80769,Playa El Mojon,Longitude (X): -96.00731<br>Latitude (Y): 15.80769,-96.00731,15.80769
-101.647321,17.695843,Playa Linda,Longitude (X): -101.647321<br>Latitude (Y): 17.695843,-101.647321,17.695843
-97.04696,15.82993,Playa Zicatela,Longitude (X): -97.04696<br>Latitude (Y): 15.82993,-97.04696,15.82993
-97.0519,15.84515,Puerto Escondido,Longitude (X): -97.0519<br>Latitude (Y): 15.84515,-97.0519,15.84515
-92.42707,14.72011,Puerto Madero,Longitude (X): -92.42707<br>Latitude (Y): 14.72011,-92.42707,14.72011
-109.46902,23.55394,Punta Arena,Longitude (X): -109.46902<br>Latitude (Y): 23.55394,-109.46902,23.55394
-105.44479,20.747992,Punta Burros,Longitude (X): -105.44479<br>Latitude (Y): 20.747992,-105.44479,20.747992
-95.3728,16.0287,Punta Chipehua,Longitude (X): -95.3728<br>Latitude (Y): 16.0287,-95.3728,16.0287
-95.24983,16.13671,Punta Conejo,Longitude (X): -95.24983<br>Latitude (Y): 16.13671,-95.24983,16.13671
-99.82531,16.79102,Revolcadero,Longitude (X): -99.82531<br>Latitude (Y): 16.79102,-99.82531,16.79102
-96.30391,15.68639,Rio de Coyula,Longitude (X): -96.30391<br>Latitude (Y): 15.68639,-96.30391,15.68639
-95.24962,16.13678,Salina Cruz,Longitude (X): -95.24962<br>Latitude (Y): 16.13678,-95.24962,16.13678
-96.24524,15.68496,San Augustin,Longitude (X): -96.24524<br>Latitude (Y): 15.68496,-96.24524,15.68496
-105.41658,20.90114,San Pancho,Longitude (X): -105.41658<br>Latitude (Y): 20.90114,-105.41658,20.90114
-110.20278,23.36769,San Pedrito,Longitude (X): -110.20278<br>Latitude (Y): 23.36769,-110.20278,23.36769
-105.439871,20.871862,Sayulita,Longitude (X): -105.439871<br>Latitude (Y): 20.871862,-105.439871,20.871862
-109.52792,23.11954,Shipwrecks,Longitude (X): -109.52792<br>Latitude (Y): 23.11954,-109.52792,23.11954
-101.86601,17.91181,The Ranch,Longitude (X): -101.86601<br>Latitude (Y): 17.91181,-101.86601,17.91181
-116.80849,31.81283,Todos Santos,Longitude (X): -116.80849<br>Latitude (Y): 31.81283,-116.80849,31.81283
-101.72517,17.78114,Troncones,Longitude (X): -101.72517<br>Latitude (Y): 17.78114,-101.72517,17.78114
-96.51989,15.66336,Zipolite,Longitude (X): -96.51989<br>Latitude (Y): 15.66336,-96.51989,15.66336
-9.60411,30.41186,Agadir,Longitude (X): -9.60411<br>Latitude (Y): 30.41186,-9.60411,30.41186
-9.72474,30.54603,Anchor Point,Longitude (X): -9.72474<br>Latitude (Y): 30.54603,-9.72474,30.54603
-9.67912,30.50073,Banana Beach,Longitude (X): -9.67912<br>Latitude (Y): 30.50073,-9.67912,30.50073
-9.875827,30.625098,Boilers,Longitude (X): -9.875827<br>Latitude (Y): 30.625098,-9.875827,30.625098
-9.83135,31.38571,Cap Sim,Longitude (X): -9.83135<br>Latitude (Y): 31.38571,-9.83135,31.38571
-9.8633,29.77887,Desert Point,Longitude (X): -9.8633<br>Latitude (Y): 29.77887,-9.8633,29.77887
-9.68667,30.50652,Devil's Rock,Longitude (X): -9.68667<br>Latitude (Y): 30.50652,-9.68667,30.50652
-9.86138,30.62378,Dracula's,Longitude (X): -9.86138<br>Latitude (Y): 30.62378,-9.86138,30.62378
-8.49589,33.24863,El Jadida,Longitude (X): -8.49589<br>Latitude (Y): 33.24863,-8.49589,33.24863
-9.76374,31.49812,Essaouira,Longitude (X): -9.76374<br>Latitude (Y): 31.49812,-9.76374,31.49812
-9.7103,30.544656,Hash Point,Longitude (X): -9.7103<br>Latitude (Y): 30.544656,-9.7103,30.544656
-9.82175,30.83789,Imsouane,Longitude (X): -9.82175<br>Latitude (Y): 30.83789,-9.82175,30.83789
-9.73837,30.55158,Killer Point,Longitude (X): -9.73837<br>Latitude (Y): 30.55158,-9.73837,30.55158
-9.7304,30.54855,La Source,Longitude (X): -9.7304<br>Latitude (Y): 30.54855,-9.7304,30.54855
-10.1166,29.44662,Legzira,Longitude (X): -10.1166<br>Latitude (Y): 29.44662,-10.1166,29.44662
-10.0385,29.5921,Mirleft,Longitude (X): -10.0385<br>Latitude (Y): 29.5921,-10.0385,29.5921
-9.03913,32.74145,Oualidia,Longitude (X): -9.03913<br>Latitude (Y): 32.74145,-9.03913,32.74145
-8.55398,33.23004,Sidi Bouzid,Longitude (X): -8.55398<br>Latitude (Y): 33.23004,-8.55398,33.23004
-10.17643,29.38315,Sidi Ifni,Longitude (X): -10.17643<br>Latitude (Y): 29.38315,-10.17643,29.38315
-9.79822,31.35353,Sidi Kaouki,Longitude (X): -9.79822<br>Latitude (Y): 31.35353,-9.79822,31.35353
-9.83073,29.80937,Sidi Moussa d'Aglou,Longitude (X): -9.83073<br>Latitude (Y): 29.80937,-9.83073,29.80937
-9.66726,30.08811,Sidi R'bat,Longitude (X): -9.66726<br>Latitude (Y): 30.08811,-9.66726,30.08811
-9.6846,30.50321,Spiders,Longitude (X): -9.6846<br>Latitude (Y): 30.50321,-9.6846,30.50321
-9.82303,31.09642,Tafedna,Longitude (X): -9.82303<br>Latitude (Y): 31.09642,-9.82303,31.09642
-9.70782,30.54293,Taghazout,Longitude (X): -9.70782<br>Latitude (Y): 30.54293,-9.70782,30.54293
-9.85832,30.71068,Tamri,Longitude (X): -9.85832<br>Latitude (Y): 30.71068,-9.85832,30.71068
